,Date,Height,gap,gap_center
0,2003-01-01,2.2223291357900434,2.2223291357900434,2.2223291357900434
1,2003-01-02,2.216113739842608,2.216113739842608,2.216113739842608
2,2003-01-03,2.2056002849611023,2.2056002849611023,2.2056002849611023
3,2003-01-04,2.2056102387148204,2.2056102387148204,2.2056102387148204
4,2003-01-05,2.231802332384461,2.231802332384461,2.231802332384461
5,2003-01-06,2.218560573283101,2.218560573283101,2.218560573283101
6,2003-01-07,2.251705422029799,2.251705422029799,2.251705422029799
7,2003-01-08,2.2499351432575336,2.2499351432575336,2.2499351432575336
8,2003-01-09,2.247289756785092,2.247289756785092,2.247289756785092
9,2003-01-10,2.257372907525518,2.257372907525518,2.257372907525518
10,2003-01-11,2.2581620767186568,2.2581620767186568,2.2581620767186568
11,2003-01-12,2.2488971944532574,2.2488971944532574,2.2488971944532574
12,2003-01-13,2.2726761911174087,2.2726761911174087,2.2726761911174087
13,2003-01-14,2.273061449006937,2.273061449006937,2.273061449006937
14,2003-01-15,2.2477861916915685,2.2477861916915685,2.2477861916915685
15,2003-01-16,2.297687743635966,2.297687743635966,2.297687743635966
16,2003-01-17,2.2648302706870025,2.2648302706870025,2.2648302706870025
17,2003-01-18,2.2870660516686776,2.2870660516686776,2.2870660516686776
18,2003-01-19,2.2748706323185752,2.2748706323185752,2.2748706323185752
19,2003-01-20,2.3038333241377247,2.3038333241377247,2.3038333241377247
20,2003-01-21,2.292729260192352,2.292729260192352,2.292729260192352
21,2003-01-22,2.3458479304163724,2.3458479304163724,2.3458479304163724
22,2003-01-23,2.331462673450196,2.331462673450196,2.331462673450196
23,2003-01-24,2.316706516322499,2.316706516322499,2.316706516322499
24,2003-01-25,2.3155720231790204,2.3155720231790204,2.3155720231790204
25,2003-01-26,2.325161417331657,2.325161417331657,2.325161417331657
26,2003-01-27,2.3438566902821605,2.3438566902821605,2.3438566902821605
27,2003-01-28,2.350726502679636,2.350726502679636,2.350726502679636
28,2003-01-29,2.3263101403998068,2.3263101403998068,2.3263101403998068
29,2003-01-30,2.344438704950093,2.344438704950093,2.344438704950093
30,2003-01-31,2.3619111997718387,2.3619111997718387,2.3619111997718387
31,2003-02-01,2.364799266866439,2.364799266866439,2.364799266866439
32,2003-02-02,2.3562824720297484,2.3562824720297484,2.3562824720297484
33,2003-02-03,2.342181571247877,2.342181571247877,2.342181571247877
34,2003-02-04,2.3547420840530218,2.3547420840530218,2.3547420840530218
35,2003-02-05,2.353734776214233,2.353734776214233,2.353734776214233
36,2003-02-06,2.3395465708814696,2.3395465708814696,2.3395465708814696
37,2003-02-07,2.3549191146609503,2.3549191146609503,2.3549191146609503
38,2003-02-08,2.317424055544864,2.317424055544864,2.317424055544864
39,2003-02-09,2.3665970874161086,2.3665970874161086,2.3665970874161086
40,2003-02-10,2.3664782288107213,2.3664782288107213,2.3664782288107213
41,2003-02-11,2.3716058164720843,2.3716058164720843,2.3716058164720843
42,2003-02-12,2.368990119435253,2.368990119435253,2.368990119435253
43,2003-02-13,2.3809003839054768,2.3809003839054768,2.3809003839054768
44,2003-02-14,2.347084089421124,2.347084089421124,2.347084089421124
45,2003-02-15,2.3876070860601644,2.3876070860601644,2.3876070860601644
46,2003-02-16,2.361894339113166,2.361894339113166,2.361894339113166
47,2003-02-17,2.3843681075777234,2.3843681075777234,2.3843681075777234
48,2003-02-18,2.3565665533726308,2.3565665533726308,2.3565665533726308
49,2003-02-19,2.3621978184697645,2.3621978184697645,2.3621978184697645
50,2003-02-20,2.384317312798194,2.384317312798194,2.384317312798194
51,2003-02-21,2.3527555151783828,2.3527555151783828,2.3527555151783828
52,2003-02-22,2.3667504123657745,2.3667504123657745,2.3667504123657745
53,2003-02-23,2.355578799348258,2.355578799348258,2.355578799348258
54,2003-02-24,2.3859666169903635,2.3859666169903635,2.3859666169903635
55,2003-02-25,2.3770408365140154,2.3770408365140154,2.3770408365140154
56,2003-02-26,2.368203480148084,2.368203480148084,2.368203480148084
57,2003-02-27,2.3592578190351663,2.3592578190351663,2.3592578190351663
58,2003-02-28,2.386710969203337,2.386710969203337,2.386710969203337
59,2003-03-01,2.353347043809171,2.353347043809171,2.353347043809171
60,2003-03-02,2.3873296411401244,2.3873296411401244,2.3873296411401244
61,2003-03-03,2.3626401621656115,2.3626401621656115,2.3626401621656115
62,2003-03-04,2.373497410278097,2.373497410278097,2.373497410278097
63,2003-03-05,2.3719570173534392,2.3719570173534392,2.3719570173534392
64,2003-03-06,2.361380354745509,2.361380354745509,2.361380354745509
65,2003-03-07,2.3473821964766177,2.3473821964766177,2.3473821964766177
66,2003-03-08,2.3449040007021824,2.3449040007021824,2.3449040007021824
67,2003-03-09,2.365674071180392,2.365674071180392,2.365674071180392
68,2003-03-10,2.3651468292172915,2.3651468292172915,2.3651468292172915
69,2003-03-11,2.3419279745063744,2.3419279745063744,2.3419279745063744
70,2003-03-12,2.361519429407533,2.361519429407533,2.361519429407533
71,2003-03-13,2.353509154102807,2.353509154102807,2.353509154102807
72,2003-03-14,2.3122278199660897,2.3122278199660897,2.3122278199660897
73,2003-03-15,2.3230763492298863,2.3230763492298863,2.3230763492298863
74,2003-03-16,2.3105887905158404,2.3105887905158404,2.3105887905158404
75,2003-03-17,2.316151261033909,2.316151261033909,2.316151261033909
76,2003-03-18,2.3364400895567727,2.3364400895567727,2.3364400895567727
77,2003-03-19,2.3469269689095125,2.3469269689095125,2.3469269689095125
78,2003-03-20,2.315428107162938,2.315428107162938,2.315428107162938
79,2003-03-21,2.3186903572102,2.3186903572102,2.3186903572102
80,2003-03-22,2.310417413972736,2.310417413972736,2.310417413972736
81,2003-03-23,2.302752852037254,2.302752852037254,2.302752852037254
82,2003-03-24,2.2909253466140127,2.2909253466140127,2.2909253466140127
83,2003-03-25,2.307770224301509,2.307770224301509,2.307770224301509
84,2003-03-26,2.2927327839080403,2.2927327839080403,2.2927327839080403
85,2003-03-27,2.303494502617167,2.303494502617167,2.303494502617167
86,2003-03-28,2.288596883407666,2.288596883407666,2.288596883407666
87,2003-03-29,2.279278827811648,2.279278827811648,2.279278827811648
88,2003-03-30,2.3229877502104346,2.3229877502104346,2.3229877502104346
89,2003-03-31,2.244810169620443,2.244810169620443,2.244810169620443
90,2003-04-01,2.23716629327731,2.23716629327731,2.23716629327731
91,2003-04-02,2.2701887973702606,2.2701887973702606,2.2701887973702606
92,2003-04-03,2.235577701576848,2.235577701576848,2.235577701576848
93,2003-04-04,2.27287677036096,2.27287677036096,2.27287677036096
94,2003-04-05,2.2177821137651748,2.2177821137651748,2.2177821137651748
95,2003-04-06,2.224724480261181,2.224724480261181,2.224724480261181
96,2003-04-07,2.213649405464522,2.213649405464522,2.213649405464522
97,2003-04-08,2.219925168668333,2.219925168668333,2.219925168668333
98,2003-04-09,2.2181663398151668,2.2181663398151668,2.2181663398151668
99,2003-04-10,2.1850568155855763,2.1850568155855763,2.1850568155855763
100,2003-04-11,2.181917932151716,2.181917932151716,2.181917932151716
101,2003-04-12,2.192833058997055,2.192833058997055,2.192833058997055
102,2003-04-13,2.197639418034292,2.197639418034292,2.197639418034292
103,2003-04-14,2.16486653502178,2.16486653502178,2.16486653502178
104,2003-04-15,2.172215865687739,2.172215865687739,2.172215865687739
105,2003-04-16,2.165103295472512,2.165103295472512,2.165103295472512
106,2003-04-17,2.1424584280271968,2.1424584280271968,2.1424584280271968
107,2003-04-18,2.152785391103654,2.152785391103654,2.152785391103654
108,2003-04-19,2.140691300020053,2.140691300020053,2.140691300020053
109,2003-04-20,2.112358364682732,2.112358364682732,2.112358364682732
110,2003-04-21,2.107318362863688,2.107318362863688,2.107318362863688
111,2003-04-22,2.116306426044488,2.116306426044488,2.116306426044488
112,2003-04-23,2.0904430869498825,2.0904430869498825,2.0904430869498825
113,2003-04-24,2.071476003069201,2.071476003069201,2.071476003069201
114,2003-04-25,2.116974032595568,2.116974032595568,2.116974032595568
115,2003-04-26,2.0770148652137945,2.0770148652137945,2.0770148652137945
116,2003-04-27,2.07748442453998,2.07748442453998,2.07748442453998
117,2003-04-28,2.043077529765032,2.043077529765032,2.043077529765032
118,2003-04-29,2.054209415471824,2.054209415471824,2.054209415471824
119,2003-04-30,2.047374362001814,2.047374362001814,2.047374362001814
120,2003-05-01,2.039228601336606,2.039228601336606,2.039228601336606
121,2003-05-02,2.042104439879912,2.042104439879912,2.042104439879912
122,2003-05-03,2.031467398517454,2.031467398517454,2.031467398517454
123,2003-05-04,2.010400497852939,2.010400497852939,2.010400497852939
124,2003-05-05,2.0111616864622945,2.0111616864622945,2.0111616864622945
125,2003-05-06,1.9931364936311888,1.9931364936311888,1.9931364936311888
126,2003-05-07,2.0058770185955046,2.0058770185955046,2.0058770185955046
127,2003-05-08,1.9554823822416985,1.9554823822416985,1.9554823822416985
128,2003-05-09,1.951982889868932,1.951982889868932,1.951982889868932
129,2003-05-10,1.9549534877171355,1.9549534877171355,1.9549534877171355
130,2003-05-11,1.9495976490543,1.9495976490543,1.9495976490543
131,2003-05-12,1.925973317731232,1.925973317731232,1.925973317731232
132,2003-05-13,1.9500326925281408,1.9500326925281408,1.9500326925281408
133,2003-05-14,1.9164713624374248,1.9164713624374248,1.9164713624374248
134,2003-05-15,1.9100377984150525,1.9100377984150525,1.9100377984150525
135,2003-05-16,1.9025580879615267,1.9025580879615267,1.9025580879615267
136,2003-05-17,1.8942159476524203,1.8942159476524203,1.8942159476524203
137,2003-05-18,1.9043332745742167,1.9043332745742167,1.9043332745742167
138,2003-05-19,1.8753058899862585,1.8753058899862585,1.8753058899862585
139,2003-05-20,1.8548926618818125,1.8548926618818125,1.8548926618818125
140,2003-05-21,1.849409859096497,1.849409859096497,1.849409859096497
141,2003-05-22,1.84613972033906,1.84613972033906,1.84613972033906
142,2003-05-23,1.8191227682575508,1.8191227682575508,1.8191227682575508
143,2003-05-24,1.824250328818456,1.824250328818456,1.824250328818456
144,2003-05-25,1.7996701942354425,1.7996701942354425,1.7996701942354425
145,2003-05-26,1.8017898174990832,1.8017898174990832,1.8017898174990832
146,2003-05-27,1.7686943627622838,1.7686943627622838,1.7686943627622838
147,2003-05-28,1.8091682775261084,1.8091682775261084,1.8091682775261084
148,2003-05-29,1.7862214833458048,1.7862214833458048,1.7862214833458048
149,2003-05-30,1.7580065489811951,1.7580065489811951,1.7580065489811951
150,2003-05-31,1.7588490139394968,1.7588490139394968,1.7588490139394968
151,2003-06-01,1.7467604426322358,1.7467604426322358,1.7467604426322358
152,2003-06-02,1.7154290878656908,1.7154290878656908,1.7154290878656908
153,2003-06-03,1.7466700541416325,1.7466700541416325,1.7466700541416325
154,2003-06-04,1.732007234581103,1.732007234581103,1.732007234581103
155,2003-06-05,1.6690559917046282,1.6690559917046282,1.6690559917046282
156,2003-06-06,1.6732996690892024,1.6732996690892024,1.6732996690892024
157,2003-06-07,1.7112136668861306,1.7112136668861306,1.7112136668861306
158,2003-06-08,1.6934081288532203,1.6934081288532203,1.6934081288532203
159,2003-06-09,1.6501282122631822,1.6501282122631822,1.6501282122631822
160,2003-06-10,1.6372680558077657,1.6372680558077657,1.6372680558077657
161,2003-06-11,1.6577073151011912,1.6577073151011912,1.6577073151011912
162,2003-06-12,1.6205128800575594,1.6205128800575594,1.6205128800575594
163,2003-06-13,1.6313682362275277,1.6313682362275277,1.6313682362275277
164,2003-06-14,1.6198863993334776,1.6198863993334776,1.6198863993334776
165,2003-06-15,1.6363386449104906,1.6363386449104906,1.6363386449104906
166,2003-06-16,1.6180173197956285,1.6180173197956285,1.6180173197956285
167,2003-06-17,1.62211799083498,1.62211799083498,1.62211799083498
168,2003-06-18,1.6023928597681785,1.6023928597681785,1.6023928597681785
169,2003-06-19,1.5934048710823523,1.5934048710823523,1.5934048710823523
170,2003-06-20,1.557785289083674,1.557785289083674,1.557785289083674
171,2003-06-21,1.5448329786620087,1.5448329786620087,1.5448329786620087
172,2003-06-22,1.555876702451525,1.555876702451525,1.555876702451525
173,2003-06-23,1.5470884961198992,1.5470884961198992,1.5470884961198992
174,2003-06-24,1.5440107973845083,1.5440107973845083,1.5440107973845083
175,2003-06-25,1.5383234119330893,1.5383234119330893,1.5383234119330893
176,2003-06-26,1.5149020465946783,1.5149020465946783,1.5149020465946783
177,2003-06-27,1.5129461400242796,1.5129461400242796,1.5129461400242796
178,2003-06-28,1.5209485665640878,1.5209485665640878,1.5209485665640878
179,2003-06-29,1.480660512251571,1.480660512251571,1.480660512251571
180,2003-06-30,1.5052917568912982,1.5052917568912982,1.5052917568912982
181,2003-07-01,1.4861027530562645,1.4861027530562645,1.4861027530562645
182,2003-07-02,1.4744112795764373,1.4744112795764373,1.4744112795764373
183,2003-07-03,1.481650313752116,1.481650313752116,1.481650313752116
184,2003-07-04,1.4467713474521051,1.4467713474521051,1.4467713474521051
185,2003-07-05,1.4720990809621606,1.4720990809621606,1.4720990809621606
186,2003-07-06,1.4629753909284844,1.4629753909284844,1.4629753909284844
187,2003-07-07,1.4260241782424643,1.4260241782424643,1.4260241782424643
188,2003-07-08,1.4252104576052158,1.4252104576052158,1.4252104576052158
189,2003-07-09,1.4109317282542064,1.4109317282542064,1.4109317282542064
190,2003-07-10,1.4115097102560106,1.4115097102560106,1.4115097102560106
191,2003-07-11,1.426935200087095,1.426935200087095,1.426935200087095
192,2003-07-12,1.4034178174335938,1.4034178174335938,1.4034178174335938
193,2003-07-13,1.3877290999181202,1.3877290999181202,1.3877290999181202
194,2003-07-14,1.38189966783344,1.38189966783344,1.38189966783344
195,2003-07-15,1.3837309384858154,1.3837309384858154,1.3837309384858154
196,2003-07-16,1.4040246052715355,1.4040246052715355,1.4040246052715355
197,2003-07-17,1.3796591608011433,1.3796591608011433,1.3796591608011433
198,2003-07-18,1.3744558025579912,1.3744558025579912,1.3744558025579912
199,2003-07-19,1.3690630950707572,1.3690630950707572,1.3690630950707572
200,2003-07-20,1.381376689918786,1.381376689918786,1.381376689918786
201,2003-07-21,1.3831565406627766,1.3831565406627766,1.3831565406627766
202,2003-07-22,1.3682542578893957,1.3682542578893957,1.3682542578893957
203,2003-07-23,1.3380010077967062,1.3380010077967062,1.3380010077967062
204,2003-07-24,1.3975193121540628,1.3975193121540628,1.3975193121540628
205,2003-07-25,1.3434282935910078,1.3434282935910078,1.3434282935910078
206,2003-07-26,1.3447339500015292,1.3447339500015292,1.3447339500015292
207,2003-07-27,1.3110212649182005,1.3110212649182005,1.3110212649182005
208,2003-07-28,1.3504335451383236,1.3504335451383236,1.3504335451383236
209,2003-07-29,1.3471518653602668,1.3471518653602668,1.3471518653602668
210,2003-07-30,1.3245194124612412,1.3245194124612412,1.3245194124612412
211,2003-07-31,1.3602884499085277,1.3602884499085277,1.3602884499085277
212,2003-08-01,1.3473711804811428,1.3473711804811428,1.3473711804811428
213,2003-08-02,1.3303431132373325,1.3303431132373325,1.3303431132373325
214,2003-08-03,1.3084467921062215,1.3084467921062215,1.3084467921062215
215,2003-08-04,1.3193350536566928,1.3193350536566928,1.3193350536566928
216,2003-08-05,1.3273700992876392,1.3273700992876392,1.3273700992876392
217,2003-08-06,1.3340702709150054,1.3340702709150054,1.3340702709150054
218,2003-08-07,1.3177608241757026,1.3177608241757026,1.3177608241757026
219,2003-08-08,1.336036762993313,1.336036762993313,1.336036762993313
220,2003-08-09,1.3004762013166231,1.3004762013166231,1.3004762013166231
221,2003-08-10,1.3187739796228992,1.3187739796228992,1.3187739796228992
222,2003-08-11,1.3054853732571376,1.3054853732571376,1.3054853732571376
223,2003-08-12,1.3161222233557304,1.3161222233557304,1.3161222233557304
224,2003-08-13,1.3067054731809895,1.3067054731809895,1.3067054731809895
225,2003-08-14,1.3210555934952597,1.3210555934952597,1.3210555934952597
226,2003-08-15,1.3379368141867858,1.3379368141867858,1.3379368141867858
227,2003-08-16,1.3189210313818736,1.3189210313818736,1.3189210313818736
228,2003-08-17,1.2939776257796916,1.2939776257796916,1.2939776257796916
229,2003-08-18,1.3207866555450172,1.3207866555450172,1.3207866555450172
230,2003-08-19,1.3209359229966275,1.3209359229966275,1.3209359229966275
231,2003-08-20,1.3493710863721309,1.3493710863721309,1.3493710863721309
232,2003-08-21,1.3399366799506258,1.3399366799506258,1.3399366799506258
233,2003-08-22,1.335411633957518,1.335411633957518,1.335411633957518
234,2003-08-23,1.3132921550046162,1.3132921550046162,1.3132921550046162
235,2003-08-24,1.3171128057445498,1.3171128057445498,1.3171128057445498
236,2003-08-25,1.314220454366496,1.314220454366496,1.314220454366496
237,2003-08-26,1.2830418871117728,1.2830418871117728,1.2830418871117728
238,2003-08-27,1.3409224352741278,1.3409224352741278,1.3409224352741278
239,2003-08-28,1.3354225254955936,1.3354225254955936,1.3354225254955936
240,2003-08-29,1.3446158984374437,1.3446158984374437,1.3446158984374437
241,2003-08-30,1.3528484461737142,1.3528484461737142,1.3528484461737142
242,2003-08-31,1.3440365244864854,1.3440365244864854,1.3440365244864854
243,2003-09-01,1.3542270536815972,1.3542270536815972,1.3542270536815972
244,2003-09-02,1.3366019325749643,1.3366019325749643,1.3366019325749643
245,2003-09-03,1.344487518620854,1.344487518620854,1.344487518620854
246,2003-09-04,1.3363159886127025,1.3363159886127025,1.3363159886127025
247,2003-09-05,1.339817406849205,1.339817406849205,1.339817406849205
248,2003-09-06,1.356049289690356,1.356049289690356,1.356049289690356
249,2003-09-07,1.3795294390027089,1.3795294390027089,1.3795294390027089
250,2003-09-08,1.3747075020867778,1.3747075020867778,1.3747075020867778
251,2003-09-09,1.3497658785006506,1.3497658785006506,1.3497658785006506
